#query	target	e-value	identity (%)	score
YAL001C				
YOR192C-B	Paxin1_52825	4e-18	26%	86.3
YOR192C-C				
YOR193W				
YOR194C	Paxin1_84038	3e-11	39%	62.0
YOR195W				
YOR196C	Paxin1_104929	7e-157	64%	447
YOR197W	Paxin1_169450	2e-102	45%	310
YOR197W	Paxin1_15139	3e-44	48%	151
YOR197W	Paxin1_171884	3e-25	27%	104
YOR197W	Paxin1_15138	3e-23	53%	97.1
YOR198C	Paxin1_107699	3e-14	24%	73.9
YOR199W				
YOR200W				
YOR201C				
YOR202W	Paxin1_175797	5e-89	58%	260
YOR203W				
YOR204W	Paxin1_6380	0.0	68%	624
YOR204W	Paxin1_112075	2e-85	37%	278
YOR204W	Paxin1_174633	2e-85	36%	286
YOR204W	Paxin1_83637	6e-81	43%	259
YOR204W	Paxin1_10518	2e-71	31%	243
YOR205C				
YOR206W	Paxin1_167414	4e-119	33%	372
YOR207C	Paxin1_9235	0.0	68%	1619
YOR207C	Paxin1_64693	0.0	36%	732
YOR207C	Paxin1_174807	9e-122	31%	404
YOR208W				
YOR209C	Paxin1_118531	3e-87	37%	270
YOR210W	Paxin1_163268	1e-32	71%	106
YOR211C	Paxin1_163428	0.0	37%	549
YOR211C	Paxin1_167903	9e-45	39%	171
YOR211C	Paxin1_160431	3e-38	43%	152
YOR211C	Paxin1_171167	2e-18	30%	89.4
YOR212W	Paxin1_165409	2e-88	38%	271
YOR212W	Paxin1_23013	4e-22	24%	96.7
YOR212W	Paxin1_47022	2e-21	24%	94.7
YOR212W	Paxin1_87860	4e-21	25%	94.7
YOR212W	Paxin1_50861	2e-20	24%	92.8
YOR213C				
YOR214C				
YOR215C				
YOR216C	Paxin1_168941	9e-31	32%	124
YOR217W	Paxin1_163792	2e-175	40%	528
YOR217W	Paxin1_177467	7e-27	30%	116
YOR217W	Paxin1_73781	8e-17	28%	82.4
YOR217W	Paxin1_95553	3e-15	27%	77.0
YOR217W	Paxin1_106730	2e-11	24%	65.1
YOR218C				
YOR219C	Paxin1_125673	2e-92	30%	311
YOR220W				
YOR221C				
YOR222W	Paxin1_167535	2e-112	53%	326
YOR222W	Paxin1_165325	2e-35	32%	134
YOR222W	Paxin1_114742	4e-33	28%	123
YOR222W	Paxin1_159739	2e-28	23%	110
YOR222W	Paxin1_165693	1e-25	26%	102
YOR223W				
YOR224C	Paxin1_139074	5e-29	37%	103
YOR225W				
YOR226C	Paxin1_166108	6e-68	75%	202
YOR227W				
YOR228C				
YOR229W				
YOR230W				
YOR231C-A				
YOR231W	Paxin1_70472	3e-80	46%	254
YOR231W	Paxin1_167653	8e-70	36%	228
YOR231W	Paxin1_89625	5e-47	35%	164
YOR231W	Paxin1_126405	1e-44	36%	166
YOR231W	Paxin1_8421	2e-42	32%	157
YOR232W	Paxin1_112379	2e-37	33%	130
YOR233W	Paxin1_156431	4e-102	56%	339
YOR233W	Paxin1_174169	2e-50	35%	188
YOR233W	Paxin1_168752	8e-48	38%	182
YOR233W	Paxin1_100605	6e-44	32%	171
YOR233W	Paxin1_100499	1e-43	38%	163
YOR234C	Paxin1_163959	5e-49	67%	150
YOR235W				
YOR236W	Paxin1_123931	3e-21	37%	86.7
YOR237W	Paxin1_161641	4e-86	44%	266
YOR237W	Paxin1_164455	7e-25	25%	104
YOR237W	Paxin1_169288	3e-12	25%	67.0
YOR238W	Paxin1_128415	2e-25	30%	100
YOR239W	Paxin1_107028	7e-90	52%	284
YOR239W	Paxin1_6869	4e-12	54%	63.9
YOR241W	Paxin1_167784	1e-16	34%	82.0
YOR242C				
YOR243C	Paxin1_108174	1e-90	36%	300
YOR244W	Paxin1_128509	3e-152	44%	442
YOR244W	Paxin1_176822	2e-75	52%	256
YOR244W	Paxin1_5455	2e-64	34%	215
YOR245C	Paxin1_53867	2e-62	37%	201
YOR245C	Paxin1_57056	2e-34	35%	125
YOR246C	Paxin1_130300	3e-22	30%	94.0
YOR246C	Paxin1_91104	6e-20	29%	87.4
YOR246C	Paxin1_167430	1e-19	30%	86.7
YOR246C	Paxin1_167429	7e-17	31%	79.0
YOR246C	Paxin1_9260	8e-16	30%	75.9
YOR247W				
YOR248W				
YOR249C				
YOR250C	Paxin1_177469	1e-33	27%	131
YOR251C	Paxin1_173618	3e-31	31%	118
YOR252W	Paxin1_160206	7e-13	27%	63.2
YOR253W				
YOR254C	Paxin1_166003	2e-54	26%	196
YOR255W				
YOR256C				
YOR257W	Paxin1_172292	3e-65	66%	196
YOR257W	Paxin1_168760	5e-32	43%	110
YOR257W	Paxin1_165284	2e-13	25%	64.3
YOR257W	Paxin1_171033	2e-11	29%	57.8
YOR258W	Paxin1_131907	6e-15	27%	70.5
YOR259C	Paxin1_165768	0.0	68%	551
YOR259C	Paxin1_81037	8e-97	41%	296
YOR259C	Paxin1_167990	1e-96	47%	296
YOR259C	Paxin1_168327	3e-94	41%	289
YOR259C	Paxin1_103492	2e-87	46%	271
YOR260W	Paxin1_9025	5e-13	23%	70.5
YOR261C	Paxin1_119766	2e-101	51%	300
YOR261C	Paxin1_165016	5e-17	24%	79.7
YOR261C	Paxin1_102161	1e-13	49%	70.1
YOR262W	Paxin1_176689	2e-73	52%	228
YOR262W	Paxin1_166320	4e-39	38%	139
YOR262W	Paxin1_166587	9e-22	31%	94.0
YOR263C				
YOR264W				
YOR265W				
YOR266W				
YOR267C	Paxin1_74230	4e-88	56%	283
YOR267C	Paxin1_63249	1e-63	46%	217
YOR267C	Paxin1_151983	4e-22	30%	101
YOR267C	Paxin1_160380	8e-20	30%	93.6
YOR267C	Paxin1_168752	3e-19	32%	92.0
YOR268C				
YOR269W	Paxin1_168424	2e-38	29%	144
YOR269W	Paxin1_66430	7e-16	26%	79.3
YOR269W	Paxin1_26950	2e-15	27%	75.1
YOR269W	Paxin1_46551	4e-14	28%	71.2
YOR269W	Paxin1_83342	2e-13	26%	71.6
YOR270C	Paxin1_154544	0.0	43%	710
YOR271C				
YOR272W	Paxin1_103438	5e-52	32%	181
YOR272W	Paxin1_170921	2e-50	32%	176
YOR272W	Paxin1_169986	1e-34	28%	132
YOR272W	Paxin1_85483	3e-18	25%	86.3
YOR272W	Paxin1_83342	4e-17	23%	82.4
YOR273C	Paxin1_100489	2e-76	31%	252
YOR273C	Paxin1_135671	3e-69	30%	233
YOR273C	Paxin1_171249	5e-64	29%	218
YOR273C	Paxin1_12058	6e-59	29%	206
YOR273C	Paxin1_172623	2e-57	29%	201
YOR274W	Paxin1_112097	5e-65	32%	216
YOR275C	Paxin1_79727	4e-32	23%	132
YOR275C	Paxin1_113542	2e-26	21%	114
YOR276W				
YOR277C				
YOR278W	Paxin1_176934	6e-20	28%	86.3
YOR279C				
YOR280C	Paxin1_169001	4e-19	31%	82.8
YOR281C	Paxin1_103732	2e-19	28%	84.7
YOR281C	Paxin1_73522	9e-19	32%	82.0
YOR282W				
YOR283W	Paxin1_75103	1e-15	29%	72.4
YOR284W				
YOR285W	Paxin1_88654	4e-21	39%	82.8
YOR286W	Paxin1_88654	4e-22	36%	85.9
YOR287C				
YOR288C	Paxin1_165817	4e-22	25%	92.8
YOR288C	Paxin1_67793	6e-13	42%	68.2
YOR288C	Paxin1_165999	1e-12	37%	67.0
YOR288C	Paxin1_104050	2e-12	28%	66.2
YOR289W	Paxin1_7171	8e-25	29%	98.6
YOR290C	Paxin1_164904	0.0	55%	940
YOR290C	Paxin1_166865	1e-114	42%	396
YOR290C	Paxin1_102214	9e-92	41%	309
YOR290C	Paxin1_124217	1e-86	38%	313
YOR290C	Paxin1_18333	8e-85	36%	303
YOR291W	Paxin1_177712	0.0	47%	680
YOR291W	Paxin1_169590	5e-97	31%	339
YOR291W	Paxin1_97397	6e-42	36%	162
YOR291W	Paxin1_103914	1e-17	23%	87.4
YOR291W	Paxin1_12900	2e-15	23%	81.3
YOR292C	Paxin1_5643	3e-14	37%	69.3
YOR293C-A				
YOR293W	Paxin1_172054	1e-39	65%	128
YOR294W	Paxin1_163718	1e-27	41%	105
YOR295W	Paxin1_162996	7e-18	43%	79.0
YOR296W	Paxin1_173178	2e-41	23%	165
YOR296W	Paxin1_9363	2e-19	30%	92.0
YOR297C	Paxin1_141982	9e-16	32%	70.5
YOR297C	Paxin1_177180	3e-14	30%	66.2
YOR298C-A	Paxin1_167893	7e-44	49%	140
YOR298W				
YOR299W	Paxin1_169285	5e-47	30%	177
YOR300W				
YOR301W				
YOR302W				
YOR303W	Paxin1_166940	3e-111	44%	332
YOR303W	Paxin1_166769	3e-102	45%	332
YOR304C-A				
YOR304W	Paxin1_102214	0.0	59%	608
YOR304W	Paxin1_164904	4e-143	45%	468
YOR304W	Paxin1_166865	2e-136	46%	447
YOR304W	Paxin1_124217	5e-106	40%	365
YOR304W	Paxin1_163783	4e-95	38%	324
YOR305W				
YOR306C	Paxin1_168761	1e-54	31%	189
YOR306C	Paxin1_173437	5e-38	28%	143
YOR306C	Paxin1_163133	2e-34	27%	134
YOR306C	Paxin1_138798	5e-33	31%	128
YOR306C	Paxin1_112537	2e-32	30%	126
YOR307C	Paxin1_66792	1e-38	32%	145
YOR308C				
YOR309C				
YOR310C	Paxin1_166063	5e-149	51%	437
YOR310C	Paxin1_129735	2e-105	43%	325
YOR310C	Paxin1_107442	4e-24	27%	104
YOR311C	Paxin1_168442	4e-38	35%	134
YOR312C	Paxin1_159230	2e-87	69%	252
YOR313C				
YOR314W				
YOR314W-A				
YOR315W				
YOR316C	Paxin1_123727	2e-46	55%	166
YOR316C-A				
YOR317W	Paxin1_167347	3e-155	38%	464
YOR317W	Paxin1_74111	2e-60	30%	214
YOR317W	Paxin1_99370	2e-21	24%	97.8
YOR317W	Paxin1_9848	6e-11	32%	64.3
YOR318C				
YOR319W	Paxin1_111766	8e-42	39%	142
YOR319W	Paxin1_168375	1e-15	27%	73.9
YOR320C				
YOR321W	Paxin1_119868	0.0	44%	611
YOR321W	Paxin1_135577	2e-118	35%	378
YOR321W	Paxin1_165734	7e-89	28%	295
YOR322C				
YOR323C	Paxin1_6481	1e-132	51%	387
YOR324C				
YOR325W				
YOR326W	Paxin1_168015	0.0	42%	1277
YOR326W	Paxin1_19902	4e-84	33%	291
YOR326W	Paxin1_168607	1e-83	30%	303
YOR326W	Paxin1_167130	2e-50	25%	196
YOR326W	Paxin1_85189	2e-39	23%	160
YOR327C	Paxin1_168753	5e-40	71%	128
YOR327C	Paxin1_132823	5e-16	38%	69.7
YOR328W	Paxin1_169539	0.0	37%	1000
YOR328W	Paxin1_117609	0.0	39%	991
YOR328W	Paxin1_113734	0.0	37%	977
YOR328W	Paxin1_12440	0.0	38%	974
YOR328W	Paxin1_169702	0.0	37%	946
YOR329C				
YOR329W-A				
YOR330C	Paxin1_181805	6e-169	48%	536
YOR331C				
YOR332W	Paxin1_171042	2e-44	36%	148
YOR333C				
YOR334W	Paxin1_134005	3e-66	35%	218
YOR335C	Paxin1_165291	0.0	56%	1080
YOR335W-A				
YOR336W	Paxin1_180547	7e-22	35%	102
YOR337W	Paxin1_124414	2e-12	23%	70.1
YOR338W				
YOR339C	Paxin1_111815	2e-53	51%	166
YOR339C	Paxin1_170199	4e-38	45%	127
YOR339C	Paxin1_164151	5e-33	41%	113
YOR339C	Paxin1_167419	7e-31	41%	108
YOR339C	Paxin1_168830	1e-30	38%	107
YOR340C	Paxin1_179336	6e-16	28%	77.0
YOR341W	Paxin1_108316	0.0	45%	1432
YOR341W	Paxin1_166008	6e-129	33%	437
YOR341W	Paxin1_164838	1e-105	35%	372
YOR341W	Paxin1_84224	2e-21	35%	91.7
YOR341W	Paxin1_90063	8e-21	35%	90.1
YOR342C				
YOR343C				
YOR343W-A				
YOR343W-B	Paxin1_52884	2e-20	23%	95.5
YOR343W-B	Paxin1_52879	3e-20	31%	90.9
YOR343W-B	Paxin1_52825	4e-18	26%	86.3
YOR344C				
YOR345C				
YOR346W	Paxin1_74173	5e-73	30%	261
YOR347C	Paxin1_165218	0.0	60%	592
YOR348C	Paxin1_165046	1e-129	40%	390
YOR348C	Paxin1_168793	1e-118	38%	363
YOR348C	Paxin1_10909	2e-115	35%	355
YOR348C	Paxin1_6870	3e-112	37%	347
YOR348C	Paxin1_6905	5e-112	37%	345
YOR349W				
YOR350C				
YOR351C	Paxin1_168826	7e-43	36%	157
YOR351C	Paxin1_167119	2e-42	29%	159
YOR351C	Paxin1_88902	1e-31	31%	125
YOR351C	Paxin1_63847	3e-31	32%	122
YOR351C	Paxin1_171043	2e-27	30%	114
YOR352W				
YOR353C	Paxin1_167917	1e-15	32%	80.5
YOR354C				
YOR355W				
YOR356W	Paxin1_99335	0.0	49%	586
YOR357C	Paxin1_165381	1e-14	33%	69.3
YOR358W	Paxin1_102194	1e-38	55%	132
YOR358W	Paxin1_101851	1e-38	55%	132
YOR358W	Paxin1_167856	4e-11	33%	59.7
YOR359W	Paxin1_167805	2e-16	56%	80.9
YOR360C	Paxin1_78834	3e-22	26%	99.8
YOR361C	Paxin1_159699	2e-138	34%	425
YOR362C	Paxin1_153073	1e-64	59%	199
YOR362C	Paxin1_166295	2e-38	42%	134
YOR362C	Paxin1_172319	8e-38	38%	132
YOR362C	Paxin1_167947	5e-34	35%	124
YOR362C	Paxin1_166007	1e-29	36%	112
YOR363C				
YOR364W				
YOR365C	Paxin1_129191	2e-25	23%	110
YOR366W				
YOR367W				
YOR368W				
YOR369C	Paxin1_170609	9e-42	51%	135
YOR369C	Paxin1_22160	1e-41	54%	134
YOR369C	Paxin1_171974	3e-27	44%	97.4
YOR370C	Paxin1_7028	2e-39	31%	151
YOR370C	Paxin1_159898	3e-31	26%	125
YOR371C				
YOR372C				
YOR373W				
YOR374W	Paxin1_76843	1e-169	51%	488
YOR374W	Paxin1_166296	5e-163	47%	471
YOR374W	Paxin1_182543	1e-158	49%	460
YOR374W	Paxin1_67347	9e-103	38%	317
YOR374W	Paxin1_96663	1e-88	35%	281
YOR375C				
YOR376W				
YOR376W-A				
YOR377W				
YOR378W	Paxin1_84381	2e-45	28%	166
YOR378W	Paxin1_170306	9e-30	26%	121
YOR378W	Paxin1_166798	2e-29	26%	120
YOR378W	Paxin1_17334	1e-26	24%	112
YOR378W	Paxin1_87294	6e-26	25%	110
YOR379C				
YOR380W				
YOR381W	Paxin1_82571	3e-33	26%	133
YOR381W	Paxin1_14571	4e-32	26%	131
YOR381W	Paxin1_92374	1e-31	27%	127
YOR381W	Paxin1_22206	9e-30	27%	122
YOR381W	Paxin1_20700	6e-29	26%	119
YOR381W-A				
YOR382W				
YOR383C				
YOR384W	Paxin1_82571	1e-31	24%	128
YOR384W	Paxin1_14571	4e-31	24%	128
YOR384W	Paxin1_102586	1e-25	24%	111
YOR384W	Paxin1_102629	3e-25	24%	110
YOR384W	Paxin1_172621	6e-25	25%	108
YOR385W				
YOR386W	Paxin1_68784	1e-85	34%	276
YOR387C				
YOR388C	Paxin1_166955	3e-137	53%	394
YOR388C	Paxin1_173859	3e-20	27%	90.9
YOR388C	Paxin1_99368	6e-17	29%	80.1
YOR388C	Paxin1_169706	2e-16	29%	78.6
YOR388C	Paxin1_168982	1e-14	26%	73.2
YOR389W	Paxin1_101059	7e-19	24%	89.4
YOR390W	Paxin1_174683	2e-22	26%	96.3
YOR391C				
YOR392W				
YOR393W	Paxin1_17004	0.0	61%	551
YOR394C-A				
YOR394W				
YOR396C-A				
YOR396W				
YPL001W	Paxin1_93865	2e-40	33%	143
YPL001W	Paxin1_73216	2e-33	35%	124
YPL001W	Paxin1_94514	5e-31	33%	117
YPL002C	Paxin1_165552	7e-35	33%	124
YPL003W	Paxin1_114100	3e-30	29%	122
YPL004C	Paxin1_105068	2e-15	27%	76.3
YPL005W				
YPL006W	Paxin1_7239	0.0	36%	771
YPL007C				
YPL008W	Paxin1_72571	3e-71	32%	243
YPL008W	Paxin1_93760	3e-69	32%	236
YPL008W	Paxin1_94766	2e-68	32%	234
YPL008W	Paxin1_131186	2e-42	25%	165
YPL008W	Paxin1_98114	1e-24	29%	106
YPL009C				
YPL010W	Paxin1_169099	4e-48	40%	154
YPL011C				
YPL012W	Paxin1_70961	9e-119	27%	398
YPL013C	Paxin1_65003	4e-19	43%	75.9
YPL014W				
YPL015C	Paxin1_173346	6e-79	41%	245
YPL015C	Paxin1_66887	8e-36	31%	135
YPL015C	Paxin1_124663	6e-14	27%	71.6
YPL015C	Paxin1_135316	1e-12	36%	67.8
YPL016W				
YPL017C	Paxin1_168730	7e-93	36%	290
YPL017C	Paxin1_164466	5e-26	25%	109
YPL018W				
YPL019C	Paxin1_81221	2e-56	28%	207
YPL019C	Paxin1_122639	5e-19	36%	85.5
YPL020C	Paxin1_64396	2e-19	29%	87.4
YPL021W				
YPL022W	Paxin1_78342	4e-113	30%	374
YPL023C	Paxin1_176130	1e-70	44%	239
YPL023C	Paxin1_160375	4e-66	45%	227
YPL024W				
YPL025C				
YPL026C	Paxin1_11466	2e-37	37%	145
YPL026C	Paxin1_174169	4e-18	30%	86.7
YPL026C	Paxin1_156431	3e-16	28%	80.9
YPL026C	Paxin1_161487	6e-15	27%	77.0
YPL026C	Paxin1_74230	6e-13	27%	69.7
YPL027W				
YPL028W	Paxin1_166305	3e-120	50%	353
YPL028W	Paxin1_171445	4e-48	35%	167
YPL028W	Paxin1_65238	3e-34	31%	130
YPL028W	Paxin1_173793	6e-28	29%	112
YPL029W	Paxin1_177160	1e-100	37%	330
YPL030W	Paxin1_83160	2e-64	29%	218
YPL031C	Paxin1_173312	9e-122	60%	354
YPL031C	Paxin1_166586	4e-112	55%	325
YPL031C	Paxin1_95799	2e-82	44%	252
YPL031C	Paxin1_5770	2e-70	40%	223
YPL031C	Paxin1_68344	6e-69	40%	221
YPL032C				
YPL033C				
YPL034W				
YPL035C				
YPL036W	Paxin1_169584	6e-167	39%	513
YPL036W	Paxin1_170232	1e-47	28%	183
YPL036W	Paxin1_80532	3e-47	28%	181
YPL036W	Paxin1_80503	2e-44	26%	173
YPL036W	Paxin1_173345	3e-40	23%	160
YPL037C	Paxin1_17164	3e-21	43%	84.0
YPL038W				
YPL038W-A				
YPL039W				
YPL040C	Paxin1_100059	1e-68	40%	231
YPL040C	Paxin1_161330	3e-52	26%	198
YPL040C	Paxin1_166622	3e-33	22%	138
YPL041C				
YPL042C	Paxin1_8224	4e-107	49%	328
YPL042C	Paxin1_95799	1e-53	36%	185
YPL042C	Paxin1_173312	9e-53	35%	184
YPL042C	Paxin1_166586	3e-48	34%	168
YPL042C	Paxin1_5770	7e-47	34%	168
YPL043W	Paxin1_176279	2e-40	28%	158
YPL044C				
YPL045W	Paxin1_168867	6e-49	25%	185
YPL046C				
YPL047W				
YPL048W	Paxin1_71927	2e-60	36%	200
YPL048W	Paxin1_21474	9e-12	25%	63.5
YPL049C				
YPL050C				
YPL051W	Paxin1_134294	3e-49	40%	158
YPL051W	Paxin1_166016	8e-35	35%	120
YPL051W	Paxin1_167293	2e-32	38%	114
YPL051W	Paxin1_166405	6e-30	34%	107
YPL051W	Paxin1_166172	3e-29	33%	106
YPL052W				
YPL053C	Paxin1_162287	5e-72	35%	228
YPL053C	Paxin1_112419	2e-70	36%	227
YPL053C	Paxin1_93790	8e-67	35%	214
YPL053C	Paxin1_96849	8e-33	35%	123
YPL054W	Paxin1_181812	3e-20	54%	90.1
YPL055C				
YPL056C				
YPL057C	Paxin1_108170	4e-67	43%	220
YPL058C	Paxin1_169539	0.0	39%	1074
YPL058C	Paxin1_12440	0.0	40%	1059
YPL058C	Paxin1_113734	0.0	38%	1049
YPL058C	Paxin1_117609	0.0	39%	1043
YPL058C	Paxin1_169702	0.0	39%	994
YPL059W	Paxin1_162944	3e-48	56%	151
YPL060C-A	Paxin1_52878	2e-12	37%	63.5
YPL060W	Paxin1_134005	5e-76	39%	242
YPL061W	Paxin1_76843	2e-157	49%	456
YPL061W	Paxin1_182543	2e-146	46%	428
YPL061W	Paxin1_166296	9e-145	45%	424
YPL061W	Paxin1_67347	5e-91	35%	286
YPL061W	Paxin1_96663	5e-80	34%	258
YPL062W				
YPL063W	Paxin1_52148	1e-60	40%	200
YPL063W	Paxin1_103307	3e-60	41%	201
YPL063W	Paxin1_71375	3e-29	38%	113
YPL063W	Paxin1_66889	1e-23	35%	100
YPL063W	Paxin1_166308	1e-19	31%	90.1
YPL064C	Paxin1_84952	2e-13	27%	67.8
YPL065W	Paxin1_165938	4e-41	34%	139
YPL066W				
YPL067C				
YPL068C				
YPL069C	Paxin1_171539	3e-78	44%	241
YPL069C	Paxin1_140045	2e-67	38%	214
YPL069C	Paxin1_94521	1e-54	40%	179
YPL069C	Paxin1_102990	8e-50	38%	165
YPL070W				
YPL071C				
YPL072W	Paxin1_160978	4e-15	23%	77.0
YPL073C				
YPL074W	Paxin1_94923	2e-75	40%	249
YPL074W	Paxin1_78055	3e-53	38%	187
YPL074W	Paxin1_134976	2e-45	36%	172
YPL074W	Paxin1_165843	3e-45	39%	172
YPL074W	Paxin1_155829	5e-44	34%	169
YPL075W				
YPL076W				
YPL077C				
YPL078C	Paxin1_165836	1e-57	43%	182
YPL079W	Paxin1_13331	1e-69	65%	207
YPL080C				
YPL081W	Paxin1_170109	1e-96	77%	278
YPL082C	Paxin1_130724	0.0	43%	1181
YPL082C	Paxin1_164904	2e-84	37%	306
YPL082C	Paxin1_166865	7e-72	34%	265
YPL082C	Paxin1_110641	8e-71	31%	254
YPL082C	Paxin1_163783	1e-57	31%	216
YPL083C	Paxin1_167611	2e-21	24%	95.9
YPL084W	Paxin1_113542	2e-46	25%	178
YPL084W	Paxin1_79727	2e-11	21%	66.6
YPL085W				
YPL086C	Paxin1_168309	0.0	74%	839
YPL087W				
YPL088W	Paxin1_83940	7e-99	45%	295
YPL088W	Paxin1_135384	4e-98	48%	293
YPL088W	Paxin1_164027	7e-97	46%	290
YPL088W	Paxin1_166825	5e-96	46%	287
YPL088W	Paxin1_177351	2e-34	30%	128
YPL089C	Paxin1_152792	4e-13	41%	71.2
YPL090C	Paxin1_171637	2e-106	68%	306
YPL091W	Paxin1_164466	1e-166	54%	478
YPL091W	Paxin1_168730	5e-48	28%	172
YPL092W	Paxin1_109264	6e-17	23%	81.6
YPL093W	Paxin1_93375	0.0	53%	581
YPL093W	Paxin1_93293	0.0	52%	530
YPL093W	Paxin1_128642	1e-98	67%	299
YPL094C	Paxin1_168918	9e-29	31%	109
YPL095C	Paxin1_168069	2e-42	28%	154
YPL096C-A				
YPL096W				
YPL097W	Paxin1_8930	2e-106	41%	324
YPL098C	Paxin1_173606	1e-19	47%	77.0
YPL099C				
YPL100W	Paxin1_169336	2e-16	31%	80.1
YPL100W	Paxin1_18580	4e-14	48%	70.5
YPL100W	Paxin1_19041	8e-13	47%	66.6
YPL101W				
YPL102C				
YPL103C				
YPL104W	Paxin1_174505	8e-105	34%	332
YPL104W	Paxin1_118299	7e-13	27%	70.1
YPL104W	Paxin1_21167	2e-11	34%	65.9
YPL105C	Paxin1_165021	4e-11	41%	65.9
YPL106C	Paxin1_22706	0.0	49%	608
YPL106C	Paxin1_73182	4e-76	29%	255
YPL106C	Paxin1_162475	3e-75	28%	254
YPL106C	Paxin1_169045	4e-65	32%	226
YPL106C	Paxin1_167442	9e-64	26%	223
YPL107W				
YPL108W				
YPL109C	Paxin1_165384	4e-134	39%	409
YPL109C	Paxin1_110361	1e-11	25%	67.0
YPL110C	Paxin1_67709	3e-16	25%	82.4
YPL111W	Paxin1_168415	1e-91	46%	275
YPL112C				
YPL113C	Paxin1_99368	5e-14	30%	72.0
YPL113C	Paxin1_168982	5e-14	32%	71.6
YPL114W				
YPL115C	Paxin1_165678	7e-34	40%	140
YPL116W	Paxin1_179564	8e-28	36%	113
YPL117C	Paxin1_165164	1e-87	58%	260
YPL118W				
YPL119C	Paxin1_6380	0.0	63%	638
YPL119C	Paxin1_83637	2e-87	46%	277
YPL119C	Paxin1_112075	2e-84	37%	276
YPL119C	Paxin1_174633	7e-83	35%	280
YPL119C	Paxin1_10518	8e-74	33%	250
YPL119C-A				
YPL120W	Paxin1_167267	1e-36	26%	141
YPL121C				
YPL122C	Paxin1_135073	4e-125	40%	373
YPL123C	Paxin1_124476	4e-48	35%	164
YPL123C	Paxin1_63996	3e-35	30%	131
YPL124W				
YPL125W	Paxin1_166384	2e-61	23%	226
YPL126W				
YPL127C	Paxin1_168056	9e-13	40%	65.1
YPL128C				
YPL129W				
YPL130W				
YPL131W	Paxin1_166226	7e-133	62%	378
YPL132W	Paxin1_170520	6e-74	58%	227
YPL133C	Paxin1_19928	8e-58	57%	186
YPL133C	Paxin1_140170	1e-42	33%	151
YPL133C	Paxin1_161359	2e-30	33%	122
YPL134C	Paxin1_167535	4e-108	52%	315
YPL134C	Paxin1_165325	1e-35	33%	135
YPL134C	Paxin1_114742	1e-31	28%	119
YPL134C	Paxin1_120432	1e-28	30%	110
YPL134C	Paxin1_168848	1e-25	29%	102
YPL135C-A				
YPL135W	Paxin1_166108	3e-69	74%	206
YPL136W				
YPL137C				
YPL138C				
YPL139C				
YPL140C	Paxin1_70472	5e-85	49%	266
YPL140C	Paxin1_167653	5e-63	36%	211
YPL140C	Paxin1_89625	1e-50	37%	174
YPL140C	Paxin1_126405	3e-44	36%	164
YPL140C	Paxin1_8421	5e-42	32%	157
YPL141C	Paxin1_156431	8e-106	54%	350
YPL141C	Paxin1_174169	6e-52	37%	193
YPL141C	Paxin1_168752	5e-46	37%	178
YPL141C	Paxin1_76691	2e-45	35%	166
YPL141C	Paxin1_100499	1e-43	37%	164
YPL142C				
YPL143W	Paxin1_163959	9e-50	68%	152
YPL144W				
YPL145C	Paxin1_161641	3e-89	44%	274
YPL145C	Paxin1_164455	5e-28	29%	113
YPL145C	Paxin1_169288	4e-12	24%	66.6
YPL146C	Paxin1_30674	3e-22	27%	97.8
YPL147W	Paxin1_115807	5e-113	33%	363
YPL147W	Paxin1_164974	2e-107	31%	346
YPL148C				
YPL149W	Paxin1_69777	7e-14	28%	70.1
YPL150W	Paxin1_168752	9e-66	43%	239
YPL150W	Paxin1_156431	3e-53	34%	201
YPL150W	Paxin1_100605	6e-45	35%	175
YPL150W	Paxin1_174169	2e-44	37%	171
YPL150W	Paxin1_100499	9e-40	35%	152
YPL151C	Paxin1_109043	1e-125	53%	370
YPL151C	Paxin1_83342	3e-26	26%	110
YPL151C	Paxin1_166897	4e-26	30%	109
YPL151C	Paxin1_26950	4e-26	31%	105
YPL151C	Paxin1_43566	1e-25	27%	107
YPL152W	Paxin1_180335	4e-106	45%	315
YPL152W	Paxin1_171746	4e-41	31%	146
YPL152W-A				
YPL153C	Paxin1_167119	4e-66	35%	232
YPL153C	Paxin1_88902	5e-51	36%	184
YPL153C	Paxin1_76691	2e-44	30%	162
YPL153C	Paxin1_160756	8e-44	31%	167
YPL153C	Paxin1_168826	1e-40	35%	154
YPL154C	Paxin1_166219	1e-156	54%	447
YPL154C	Paxin1_167075	1e-42	30%	154
YPL154C	Paxin1_71266	2e-42	33%	152
YPL154C	Paxin1_169530	7e-41	34%	148
YPL154C	Paxin1_152494	1e-40	33%	149
YPL155C	Paxin1_73078	2e-57	34%	208
YPL155C	Paxin1_166165	8e-49	36%	184
YPL155C	Paxin1_168086	1e-46	37%	177
YPL155C	Paxin1_112407	2e-42	33%	164
YPL155C	Paxin1_166017	1e-40	30%	160
YPL156C				
YPL157W	Paxin1_125821	2e-25	34%	102
YPL158C				
YPL159C				
YPL160W	Paxin1_167422	0.0	47%	1036
YPL161C				
YPL162C	Paxin1_127446	2e-31	30%	119
YPL163C				
YPL164C	Paxin1_108421	2e-29	25%	124
YPL164C	Paxin1_115810	1e-22	35%	102
YPL164C	Paxin1_69419	2e-20	27%	92.8
YPL165C	Paxin1_113456	1e-35	27%	131
YPL166W				
